county,city,modelYear,make,model,electricVehicleType,electricRange,electricUtility
Clark,Vancouver,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Island,Clinton,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125,PUGET SOUND ENERGY INC
Thurston,Lacey,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Seattle,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Vancouver,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),293,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Enumclaw,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Auburn,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Des Moines,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Ridgefield,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Bothell,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Nine Mile Falls,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Issaquah,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Lynnwood,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Clark,Vancouver,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Island,Clinton,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC
Pierce,Joint Base Lewis Mcchord,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),19,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Enumclaw,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,PUGET SOUND ENERGY INC
King,Shoreline,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Redmond,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Lake Stevens,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,PUGET SOUND ENERGY INC
Thurston,Olympia,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Bothell,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Preston,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Ridgefield,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Woodinville,2017,FIAT,500,Battery Electric Vehicle (BEV),84,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Bonney Lake,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Issaquah,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72,PUGET SOUND ENERGY INC
Clark,Vancouver,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Snohomish,Bothell,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30,PUGET SOUND ENERGY INC
King,Bellevue,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2022,VOLVO,C40,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Vancouver,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Sammamish,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,South Hill,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Spokane,Spokane,2022,KIA,EV6,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Woodinville,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Tukwila,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Lynnwood,2022,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Snohomish,Bothell,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Renton,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Sammamish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Renton,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Issaquah,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Woodinville,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Kingston,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238,PUGET SOUND ENERGY INC
Snohomish,Bothell,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33,PUGET SOUND ENERGY INC
King,Seattle,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),14,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Snoqualmie,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kenmore,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Renton,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Tukwila,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Skagit,Mount Vernon,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Bellevue,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Mukilteo,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249,PUGET SOUND ENERGY INC
King,Auburn,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seatac,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Ridgefield,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Bellevue,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bainbridge Island,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26,PUGET SOUND ENERGY INC
Pierce,Spanaway,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY
King,Kenmore,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Spokane,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,MODERN ELECTRIC WATER COMPANY
King,Tukwila,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Newcastle,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Tacoma,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Clark,Vancouver,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Clark,Battle Ground,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Pierce,Tacoma,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Bothell,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Renton,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Mason,Shelton,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Clark,Ridgefield,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Clark,Vancouver,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Carnation,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Puyallup,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Issaquah,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Port Orchard,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322,PUGET SOUND ENERGY INC
Snohomish,Bothell,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Sammamish,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Whatcom,Sedro Woolley,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
King,Seattle,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),330,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Clyde Hill,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Gig Harbor,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Clallam,Sequim,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
King,Auburn,2012,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),62,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,University Place,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Bellevue,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Mercer Island,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),293,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kenmore,2017,BMW,I3,Battery Electric Vehicle (BEV),81,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Ridgefield,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),222,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Redmond,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),13,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Vancouver,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Mercer Island,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Franklin,Pasco,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY
King,Seattle,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Battle Ground,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Snohomish,Bothell,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Seattle,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Snohomish,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,PUGET SOUND ENERGY INC
King,Kent,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),17,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),330,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seatac,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Graham,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY"
Pierce,Fox Island,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Jefferson,Port Ludlow,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Pierce,Fox Island,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Shoreline,2016,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),14,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Brush Prairie,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Kirkland,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,La Center,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Woodinville,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Benton,Richland,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
King,Seattle,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Skagit,Sedro Woolley,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,PUGET SOUND ENERGY INC
King,Seattle,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Mercer Island,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Thurston,Olympia,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,PUGET SOUND ENERGY INC
King,Seattle,2016,FIAT,500,Battery Electric Vehicle (BEV),84,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Whatcom,Bellingham,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
King,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kirkland,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Issaquah,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seattle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kent,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Mercer Island,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Sammamish,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Covington,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Thurston,Olympia,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,PUGET SOUND ENERGY INC
King,Seattle,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Vashon,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Sammamish,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Ridgefield,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Shoreline,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Kitsap,Port Orchard,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Sammamish,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Whatcom,Bellingham,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
King,Carnation,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2020,KIA,NIRO,Battery Electric Vehicle (BEV),239,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
